"query","matched_name","ott_id","approx_match","flags","in_tree"
"penicillium rubens","Penicillium rubens",1034308,FALSE,"",TRUE
"perca flavescens","Perca flavescens",186474,FALSE,"",TRUE
"periophthalmus magnuspinnatus","Periophthalmus magnuspinnatus",638255,FALSE,"",TRUE
"perkinsus marinus","Perkinsus marinus",438694,FALSE,"",TRUE
"peromyscus maniculatus","Peromyscus maniculatus",377525,FALSE,"",TRUE
"pestalotiopsis fici","Pestalotiopsis fici",588993,FALSE,"sibling_higher",TRUE
"petromyzon marinus","Petromyzon marinus",227494,FALSE,"",TRUE
"phaeoacremonium minimum","Phaeoacremonium aleophilum",393534,FALSE,"",TRUE
"phaeodactylum tricornutum","Phaeodactylum tricornutum",529438,FALSE,"",TRUE
"phaethon lepturus","Phaethon lepturus",855119,FALSE,"",TRUE
"phalacrocorax carbo","Phalacrocorax carbo",969841,FALSE,"",TRUE
"phalaenopsis equestris","Phalaenopsis equestris",128524,FALSE,"",TRUE
"phanerochaete carnosa","Phanerochaete carnosa",835564,FALSE,"sibling_higher",TRUE
"phascolarctos cinereus","Phascolarctos cinereus",327624,FALSE,"",TRUE
"phaseolus vulgaris","Phaseolus vulgaris",825707,FALSE,"",TRUE
"phasianus colchicus","Phasianus colchicus",102719,FALSE,"",TRUE
"phialemoniopsis curvata","Phialemoniopsis curvata",961110,FALSE,"incertae_sedis_inherited",FALSE
"phialocephala scopiformis","Phialocephala scopiformis",48551,FALSE,"",TRUE
"phialophora attinorum","Phialophora attinorum",8004186,FALSE,"",TRUE
"phoca vitulina","Phoca vitulina",698422,FALSE,"sibling_higher",TRUE
"phocoena sinus","Phocoena sinus",1089663,FALSE,"",TRUE
"phoenix dactylifera","Phoenix dactylifera",789008,FALSE,"",TRUE
"photinus pyralis","Photinus pyralis",340581,FALSE,"",TRUE
"phycomyces blakesleeanus","Phycomyces blakesleeanus",735973,FALSE,"",TRUE
"phyllostomus discolor","Phyllostomus discolor",459982,FALSE,"",TRUE
"physcomitrium patens","Physcomitrella patens",821359,FALSE,"",TRUE
"physeter catodon","Physeter catodon",276851,FALSE,"sibling_higher",TRUE
"phytophthora infestans","Phytophthora infestans",775725,FALSE,"sibling_higher",TRUE
"phytophthora parasitica","Phytophthora parasitica",405044,FALSE,"sibling_higher",TRUE
"phytophthora sojae","Phytophthora sojae",740156,FALSE,"sibling_higher",TRUE
"pichia kudriavzevii","Pichia kudriavzevii",284110,FALSE,"",TRUE
"pichia membranifaciens","Pichia membranifaciens",334010,FALSE,"",TRUE
"picoides pubescens","Picoides pubescens",873958,FALSE,"sibling_higher",TRUE
"pieris rapae","Pieris rapae",634345,FALSE,"",TRUE
"piliocolobus tephrosceles","Piliocolobus tephrosceles",1013938,FALSE,"",TRUE
"pipra filicauda","Pipra filicauda",946233,FALSE,"",TRUE
"pistacia vera","Pistacia vera",200787,FALSE,"",TRUE
"plasmodium berghei","Plasmodium berghei",724398,FALSE,"",TRUE
"plasmodium chabaudi","Plasmodium chabaudi",724404,FALSE,"",TRUE
"plasmodium coatneyi","Plasmodium coatneyi",584381,FALSE,"sibling_higher",TRUE
"plasmodium cynomolgi","Plasmodium cynomolgi",724406,FALSE,"sibling_higher",TRUE
"plasmodium falciparum","Plasmodium falciparum (species in subkingdom SAR)",201128,FALSE,"",TRUE
"plasmodium fragile","Plasmodium fragile",352297,FALSE,"sibling_higher",TRUE
"plasmodium gaboni","Plasmodium gaboni",730193,FALSE,"",TRUE
"plasmodium gallinaceum","Plasmodium gallinaceum",877122,FALSE,"",TRUE
"plasmodium gonderi","Plasmodium gonderi",641629,FALSE,"sibling_higher",TRUE
"plasmodium inui","Plasmodium inui",263045,FALSE,"sibling_higher",TRUE
"plasmodium knowlesi","Plasmodium knowlesi",352298,FALSE,"sibling_higher",TRUE
"plasmodium malariae","Plasmodium malariae (species in subkingdom SAR)",352307,FALSE,"sibling_higher",TRUE
"plasmodium reichenowi","Plasmodium reichenowi",352293,FALSE,"",TRUE
"plasmodium relictum","Plasmodium relictum",902756,FALSE,"",TRUE
"plasmodium vinckei","Plasmodium vinckei",826553,FALSE,"",TRUE
"plasmodium vivax","Plasmodium vivax",352295,FALSE,"sibling_higher",TRUE
"plasmodium yoelii","Plasmodium yoelii",826551,FALSE,"",TRUE
"plasmopara halstedii","Plasmopara halstedii",775743,FALSE,"sibling_higher",TRUE
"plutella xylostella","Plutella xylostella",664811,FALSE,"",TRUE
"pneumocystis carinii","Pneumocystis carinii",352919,FALSE,"",TRUE
"pneumocystis jirovecii","Pneumocystis jirovecii",405725,FALSE,"",TRUE
"pochonia chlamydosporia","Metacordyceps chlamydosporia",55994,FALSE,"sibling_higher",TRUE
"pocillopora damicornis","Pocillopora damicornis",176783,FALSE,"",TRUE
"podarcis muralis","Podarcis muralis",744397,FALSE,"",TRUE
"podospora anserina","Podospora pauciseta",155361,FALSE,"",TRUE
"poecilia formosa","Poecilia formosa",998168,FALSE,"",TRUE
"poecilia latipinna","Poecilia latipinna",998174,FALSE,"",TRUE
"poecilia mexicana","Poecilia mexicana",6465,FALSE,"",TRUE
"poecilia reticulata","Poecilia reticulata",312452,FALSE,"",TRUE
"pogona vitticeps","Pogona vitticeps",913382,FALSE,"",TRUE
"pogonomyrmex barbatus","Pogonomyrmex barbatus",566779,FALSE,"",TRUE
"polistes canadensis","Polistes canadensis",312173,FALSE,"sibling_higher",TRUE
"polistes dominula","Polistes dominula",69994,FALSE,"sibling_higher",TRUE
"pomacea canaliculata","Pomacea canaliculata",229287,FALSE,"",TRUE
"pongo abelii","Pongo abelii",770295,FALSE,"",TRUE
"populus alba","Populus alba",1030862,FALSE,"",TRUE
"populus euphratica","Populus euphratica",164191,FALSE,"",TRUE
"populus trichocarpa","Populus trichocarpa",8861,FALSE,"",TRUE
"postia placenta","Rhodonia placenta",1019098,FALSE,"",TRUE
"priapulus caudatus","Priapulus caudatus",1033111,FALSE,"",TRUE
"propithecus coquereli","Propithecus coquereli",402626,FALSE,"",TRUE
"prosopis alba","Prosopis alba",66219,FALSE,"",TRUE
"protobothrops mucrosquamatus","Protobothrops mucrosquamatus",267839,FALSE,"sibling_higher",TRUE
"prunus avium","Prunus avium",162547,FALSE,"sibling_higher",TRUE
"prunus dulcis","Prunus dulcis",731568,FALSE,"sibling_higher",TRUE
"prunus mume","Prunus mume",426562,FALSE,"sibling_higher",TRUE
"prunus persica","Prunus persica",259054,FALSE,"sibling_higher",TRUE
"pseudocercospora fijiensis","Mycosphaerella fijiensis",857565,FALSE,"sibling_higher",TRUE
"pseudochaenichthys georgianus","Pseudochaenichthys georgianus",684011,FALSE,"",TRUE
"pseudogymnoascus destructans","Pseudogymnoascus destructans",428163,FALSE,"major_rank_conflict_inherited",FALSE
"pseudogymnoascus verrucosus","Pseudogymnoascus verrucosus",565285,FALSE,"major_rank_conflict_inherited",FALSE
"pseudomicrostroma glucosiphilum","Pseudomicrostroma glucosiphilum",5679036,FALSE,"incertae_sedis_inherited",FALSE
"pseudomyrmex gracilis","Pseudomyrmex gracilis",1682,FALSE,"",TRUE
"pseudonaja textilis","Pseudonaja textilis",527479,FALSE,"",TRUE
"pseudopodoces humilis","Pseudopodoces humilis",875992,FALSE,"",TRUE
"pseudovirgaria hyperparasitica","Pseudovirgaria hyperparasitica",1013069,FALSE,"major_rank_conflict_inherited",FALSE
"pseudozyma hubeiensis","Pseudozyma hubeiensis",613864,FALSE,"sibling_higher",TRUE
"pterocles gutturalis","Pterocles gutturalis",57819,FALSE,"",TRUE
"pteropus alecto","Pteropus alecto",813028,FALSE,"",TRUE
"pteropus vampyrus","Pteropus vampyrus",448935,FALSE,"",TRUE
"puccinia graminis","Puccinia graminis",665704,FALSE,"sibling_higher",TRUE
"puma concolor","Puma concolor",42307,FALSE,"",TRUE
"punctularia strigosozonata","Punctularia strigosozonata",7507,FALSE,"",TRUE
"pundamilia nyererei","Pundamilia nyererei",7106,FALSE,"",TRUE
"punica granatum","Punica granatum",646814,FALSE,"",TRUE
"purpureocillium lilacinum","Purpureocillium lilacinum",691851,FALSE,"",TRUE
"pygocentrus nattereri","Pygocentrus nattereri",649803,FALSE,"",TRUE
"pygoscelis adeliae","Pygoscelis adeliae",494357,FALSE,"",TRUE
"pyrenophora teres","Pyrenophora teres",411919,FALSE,"",TRUE
"pyrenophora tritici-repentis","Pyrenophora tritici-repentis",85506,FALSE,"",TRUE
"pyricularia grisea","Magnaporthe grisea",258235,FALSE,"",TRUE
"pyricularia oryzae","Pyricularia oryzae",7519514,FALSE,"sibling_higher",TRUE
"python bivittatus","Python bivittatus",88370,FALSE,"",TRUE
"quercus lobata","Quercus lobata",106849,FALSE,"",TRUE
"quercus suber","Quercus suber",272709,FALSE,"",TRUE
"ramularia collo-cygni","Ramularia collo-cygni",514702,FALSE,"sibling_higher",TRUE
"raphanus sativus","Raphanus sativus",359073,FALSE,"",TRUE
"rasamsonia emersonii","Rasamsonia emersonii",773841,FALSE,"",TRUE
"rattus norvegicus","Rattus norvegicus",271555,FALSE,"",TRUE
"rattus rattus","Rattus rattus",271571,FALSE,"",TRUE
"rhagoletis zephyria","Rhagoletis zephyria",480853,FALSE,"",TRUE
"rhinatrema bivittatum","Rhinatrema bivittatum",498516,FALSE,"",TRUE
"rhincodon typus","Rhincodon typus",214509,FALSE,"",TRUE
"rhinocladiella mackenziei","Rhinocladiella mackenziei",274719,FALSE,"",TRUE
"rhinolophus ferrumequinum","Rhinolophus ferrumequinum",867388,FALSE,"",TRUE
"rhinolophus sinicus","Rhinolophus sinicus",1047995,FALSE,"",TRUE
"rhinopithecus bieti","Rhinopithecus bieti",77080,FALSE,"",TRUE
"rhinopithecus roxellana","Rhinopithecus roxellana",77083,FALSE,"",TRUE
"rhizophagus irregularis","Rhizophagus irregularis",403130,FALSE,"sibling_higher",TRUE
"rhizopus microsporus","Rhizopus microsporus",9393,FALSE,"",TRUE
"rhodamnia argentea","Rhodamnia argentea",833467,FALSE,"",TRUE
"rhodotorula graminis","Rhodotorula graminis",4095323,FALSE,"",TRUE
"rhodotorula toruloides","Rhodotorula toruloides",449878,FALSE,"",TRUE
"rhopalosiphum maidis","Rhopalosiphum maidis",897641,FALSE,"",TRUE
"ricinus communis","Ricinus communis",339346,FALSE,"",TRUE
"rosa chinensis","Rosa chinensis",1054817,FALSE,"incertae_sedis_inherited",FALSE
"rousettus aegyptiacus","Rousettus aegyptiacus",813034,FALSE,"",TRUE
"saccharomyces arboricola","Saccharomyces arboricola",34134,FALSE,"",TRUE
"saccharomyces cerevisiae","Saccharomyces cerevisiae",356221,FALSE,"",TRUE
"saccharomyces eubayanus","Saccharomyces eubayanus",723144,FALSE,"",TRUE
"saccharomyces paradoxus","Saccharomyces paradoxus",1019879,FALSE,"",TRUE
"saccoglossus kowalevskii","Saccoglossus kowalevskii",570370,FALSE,"",TRUE
"saimiri boliviensis","Saimiri boliviensis",977385,FALSE,"",TRUE
"saitoella complicata","Saitoella complicata",818008,FALSE,"",TRUE
"salarias fasciatus","Salarias fasciatus",938557,FALSE,"",TRUE
"salmo salar","Salmo salar",688328,FALSE,"",TRUE
"salmo trutta","Salmo trutta",688332,FALSE,"",TRUE
"salpingoeca rosetta","Salpingoeca rosetta",1002450,FALSE,"",TRUE
"sander lucioperca","Sander lucioperca",557682,FALSE,"",TRUE
"sapajus apella","Sapajus apella",197026,FALSE,"",TRUE
"saprochaete ingens","Saprochaete ingens",7511231,FALSE,"",TRUE
"saprolegnia diclina","Saprolegnia diclina",1008862,FALSE,"",TRUE
"saprolegnia parasitica","Saprolegnia parasitica",939401,FALSE,"",TRUE
"sarcophilus harrisii","Sarcophilus harrisii",948469,FALSE,"extinct",TRUE
"scaptodrosophila lebanonensis","Scaptodrosophila lebanonensis",505710,FALSE,"",TRUE
"scedosporium apiospermum","Pseudallescheria boydii",464781,FALSE,"",TRUE
"scheffersomyces stipitis","Scheffersomyces stipitis",334015,FALSE,"",TRUE
"schistosoma haematobium","Schistosoma haematobium",191481,FALSE,"",TRUE
"schistosoma mansoni","Schistosoma mansoni",191483,FALSE,"",TRUE
"schizophyllum commune","Schizophyllum commune",8357,FALSE,"",TRUE
"schizosaccharomyces cryophilus","Schizosaccharomyces cryophilus",269480,FALSE,"",TRUE
"schizosaccharomyces japonicus","Hasegawaea japonica",924375,FALSE,"",TRUE
"schizosaccharomyces octosporus","Schizosaccharomyces octosporus",989993,FALSE,"",TRUE
"schizosaccharomyces pombe","Schizosaccharomyces pombe",990004,FALSE,"",TRUE
"scleropages formosus","Scleropages formosus",335717,FALSE,"",TRUE
"sclerotinia sclerotiorum","Sclerotinia sclerotiorum",880963,FALSE,"",TRUE
"selaginella moellendorffii","Selaginella moellendorffii",799880,FALSE,"",TRUE
"serinus canaria","Serinus canaria",464865,FALSE,"sibling_higher",TRUE
"seriola dumerili","Seriola dumerili",986392,FALSE,"",TRUE
"seriola lalandi","Seriola lalandi",597848,FALSE,"",TRUE
"serpula lacrymans","Serpula lacrymans",161913,FALSE,"",TRUE
"sesamum indicum","Sesamum indicum (species in domain Eukaryota)",504628,FALSE,"",TRUE
"setaria italica","Setaria italica",553005,FALSE,"",TRUE
"setaria viridis","Setaria viridis",552997,FALSE,"",TRUE
"sinocyclocheilus anshuiensis","Sinocyclocheilus anshuiensis",5839047,FALSE,"sibling_higher",TRUE
"sinocyclocheilus grahami","Sinocyclocheilus grahami",211553,FALSE,"sibling_higher",TRUE
"sinocyclocheilus rhinocerous","Sinocyclocheilus rhinocerous",905012,FALSE,"sibling_higher",TRUE
"sipha flava","Sipha flava",443995,FALSE,"",TRUE
"sitophilus oryzae","Sitophilus oryzae",865254,FALSE,"",TRUE
"sodiomyces alkalinus","Heleococcum alkalinum",4059064,FALSE,"",TRUE
"solanum lycopersicum","Solanum lycopersicum",378964,FALSE,"",TRUE
"solanum pennellii","Solanum pennellii",1069768,FALSE,"",TRUE
"solanum tuberosum","Solanum tuberosum",494835,FALSE,"sibling_higher",TRUE
"solenopsis invicta","Solenopsis invicta",489862,FALSE,"",TRUE
"sordaria macrospora","Sordaria macrospora",572456,FALSE,"",TRUE
"sorex araneus","Sorex araneus",633213,FALSE,"",TRUE
"sorghum bicolor","Sorghum bicolor",552986,FALSE,"",TRUE
"sparassis crispa","Sparassis crispa",118235,FALSE,"",TRUE
"sparus aurata","Sparus aurata",760723,FALSE,"",TRUE
"spathaspora passalidarum","Spathaspora passalidarum",452874,FALSE,"",TRUE
"sphaeramia orbicularis","Sphaeramia orbicularis",344060,FALSE,"",TRUE
"sphaeroforma arctica","Sphaeroforma arctica",380182,FALSE,"sibling_higher",TRUE
"sphaerulina musiva","Sphaerulina musiva",5346435,FALSE,"",TRUE
"spinacia oleracea","Spinacia oleracea",317784,FALSE,"",TRUE
"spizellomyces punctatus","Spizellomyces punctatus",708156,FALSE,"",TRUE
"spodoptera litura","Spodoptera litura",396568,FALSE,"",TRUE
"sporisorium graminicola","Pseudozyma graminicola",967927,FALSE,"sibling_higher",TRUE
"sporothrix schenckii","Sporothrix schenckii",170043,FALSE,"sibling_higher",TRUE
"stegastes partitus","Stegastes partitus",345269,FALSE,"incertae_sedis_inherited",FALSE
"stereum hirsutum","Stereum hirsutum",943200,FALSE,"",TRUE
"stomoxys calcitrans","Stomoxys calcitrans",42520,FALSE,"",TRUE
"strigops habroptila","Strigops habroptila",6520246,FALSE,"",TRUE
"strongylocentrotus purpuratus","Strongylocentrotus purpuratus",564702,FALSE,"",TRUE
"strongyloides ratti","Strongyloides ratti",1040287,FALSE,"",TRUE
"struthio camelus","Struthio camelus",647692,FALSE,"",TRUE
"sturnus vulgaris","Sturnus vulgaris",565813,FALSE,"sibling_higher",TRUE
"stylophora pistillata","Stylophora pistillata",713802,FALSE,"",TRUE
"sugiyamaella lignohabitans","Sugiyamaella lignohabitans",70519,FALSE,"",TRUE
"suhomyces tanzawaensis","Suhomyces tanzawaensis",490731,FALSE,"",TRUE
"suricata suricatta","Suricata suricatta",803645,FALSE,"",TRUE
"sus scrofa","Sus scrofa",730013,FALSE,"",TRUE
"synchytrium microbalum","Synchytrium microbalum",7510072,FALSE,"",TRUE
"syzygium oleosum","Syzygium oleosum",466460,FALSE,"",TRUE
"tachysurus fulvidraco","Tachysurus fulvidraco",119433,FALSE,"",TRUE
"taeniopygia guttata","Taeniopygia guttata",708327,FALSE,"",TRUE
"takifugu rubripes","Takifugu rubripes",65341,FALSE,"",TRUE
"talaromyces atroroseus","Talaromyces atroroseus",5310600,FALSE,"",TRUE
"talaromyces marneffei","Talaromyces marneffei",58525,FALSE,"",TRUE
"talaromyces stipitatus","Talaromyces stipitatus",73766,FALSE,"",TRUE
"tarenaya hassleriana","Tarenaya hassleriana",1079368,FALSE,"",TRUE
"tauraco erythrolophus","Tauraco erythrolophus",487306,FALSE,"",TRUE
"temnothorax curvispinosus","Temnothorax curvispinosus",603808,FALSE,"",TRUE
"terrapene carolina","Terrapene carolina",848786,FALSE,"",TRUE
"tetrahymena thermophila","Tetrahymena thermophila",180195,FALSE,"",TRUE
"tetranychus urticae","Tetranychus urticae",106112,FALSE,"sibling_higher",TRUE
"tetrapisispora blattae","Tetrapisispora blattae",134090,FALSE,"",TRUE
"tetrapisispora phaffii","Tetrapisispora phaffii",213957,FALSE,"",TRUE
"thalassiosira pseudonana","Thalassiosira pseudonana",753596,FALSE,"sibling_higher",TRUE
"thalassophryne amazonica","Thalassophryne amazonica",409649,FALSE,"",TRUE
"thamnophis elegans","Thamnophis elegans",681054,FALSE,"",TRUE
"thamnophis sirtalis","Thamnophis sirtalis",107027,FALSE,"",TRUE
"thecamonas trahens","Thecamonas trahens",418774,FALSE,"",TRUE
"theileria annulata","Theileria annulata",302421,FALSE,"",TRUE
"theileria equi","Theileria equi",302414,FALSE,"",TRUE
"theileria orientalis","Theileria orientalis",913016,FALSE,"",TRUE
"theileria parva","Theileria parva",302422,FALSE,"",TRUE
"theobroma cacao","Theobroma cacao",388185,FALSE,"",TRUE
"thermothelomyces thermophilus","Myceliophthora thermophila",10631,FALSE,"major_rank_conflict_inherited",FALSE
"thermothielavioides terrestris","Thielavia terrestris",606635,FALSE,"sibling_higher",TRUE
"theropithecus gelada","Theropithecus gelada",741053,FALSE,"",TRUE
"thrips palmi","Thrips palmi",136911,FALSE,"",TRUE
"tilletiaria anomala","Tilletiaria anomala",449875,FALSE,"",TRUE
"tilletiopsis washingtonensis","Tilletiopsis washingtonensis",63204,FALSE,"sibling_higher",TRUE
"tinamus guttatus","Tinamus guttatus",306216,FALSE,"",TRUE
"torulaspora delbrueckii","Torulaspora delbrueckii",959627,FALSE,"",TRUE
"toxoplasma gondii","Toxoplasma gondii",252145,FALSE,"",TRUE
"trachemys scripta","Trachemys scripta",725741,FALSE,"",TRUE
"trachymyrmex cornetzi","Trachymyrmex cornetzi",732807,FALSE,"",TRUE
"trachymyrmex septentrionalis","Trachymyrmex septentrionalis",947324,FALSE,"",TRUE
"trachymyrmex zeteki","Trachymyrmex zeteki",157606,FALSE,"",TRUE
"trachypithecus francoisi","Trachypithecus francoisi",43805,FALSE,"",TRUE
"trametes versicolor","Trametes versicolor",581141,FALSE,"",TRUE
"trematomus bernacchii","Trematomus bernacchii",985361,FALSE,"",TRUE
"trematosphaeria pertusa","Trematosphaeria pertusa",1027800,FALSE,"",TRUE
"tremella mesenterica","Tremella mesenterica",133073,FALSE,"",TRUE
"tribolium castaneum","Tribolium castaneum",148904,FALSE,"",TRUE
"trichechus manatus","Trichechus manatus",226178,FALSE,"",TRUE
"trichinella spiralis","Trichinella spiralis",567340,FALSE,"",TRUE
"trichoderma asperellum","Trichoderma asperellum",939390,FALSE,"sibling_higher",TRUE
"trichoderma atroviride","Trichoderma atroviride",447354,FALSE,"sibling_higher",TRUE
"trichoderma citrinoviride","Trichoderma citrinoviride",237866,FALSE,"sibling_higher",TRUE
"trichoderma gamsii","Trichoderma gamsii",1027326,FALSE,"sibling_higher",TRUE
"trichoderma harzianum","Trichoderma harzianum",939829,FALSE,"sibling_higher",TRUE
"trichoderma reesei","Trichoderma reesei",500701,FALSE,"sibling_higher",TRUE
"trichoderma virens","Trichoderma virens",409099,FALSE,"sibling_higher",TRUE
"trichogramma pretiosum","Trichogramma pretiosum",1048703,FALSE,"",TRUE
"trichomonas vaginalis","Trichomonas vaginalis",745845,FALSE,"",TRUE
"trichophyton benhamiae","Arthroderma benhamiae",535152,FALSE,"sibling_higher",TRUE
"trichophyton rubrum","Trichophyton rubrum",13973,FALSE,"sibling_higher",TRUE
"trichophyton verrucosum","Trichophyton verrucosum",13972,FALSE,"sibling_higher",TRUE
"trichoplax adhaerens","Trichoplax adhaerens",570365,FALSE,"",TRUE
"trichoplusia ni","Trichoplusia ni",167935,FALSE,"",TRUE
"trichosporon asahii","Trichosporon asahii",594659,FALSE,"sibling_higher",TRUE
"trypanosoma brucei","Trypanosoma brucei",494245,FALSE,"",TRUE
"trypanosoma conorhini","Trypanosoma conorhini",298651,FALSE,"",TRUE
"trypanosoma cruzi","Trypanosoma cruzi",779555,FALSE,"",TRUE
"trypanosoma grayi","Trypanosoma grayi",893046,FALSE,"",TRUE
"trypanosoma rangeli","Trypanosoma rangeli",494254,FALSE,"",TRUE
"trypanosoma theileri","Trypanosoma theileri",932034,FALSE,"",TRUE
"tuber melanosporum","Tuber melanosporum",376066,FALSE,"",TRUE
"tupaia chinensis","Tupaia chinensis",513958,FALSE,"",TRUE
"tursiops truncatus","Tursiops truncatus",124230,FALSE,"",TRUE
"tyto alba","Tyto alba",1065606,FALSE,"",FALSE
"uncinocarpus reesii","Uncinocarpus reesii",958128,FALSE,"",TRUE
"urocitellus parryii","Urocitellus parryii",289901,FALSE,"",TRUE
"ursus arctos","Ursus arctos",872567,FALSE,"",TRUE
"ursus maritimus","Ursus maritimus",10732,FALSE,"",TRUE
"ustilago maydis","Ustilago maydis",285447,FALSE,"",TRUE
"vanderwaltozyma polyspora","Vanderwaltozyma polyspora",713057,FALSE,"",TRUE
"vanessa tameamea","Vanessa tameamea",962180,FALSE,"",TRUE
"varroa destructor","Varroa destructor",703157,FALSE,"",TRUE
"varroa jacobsoni","Varroa jacobsoni",167557,FALSE,"",TRUE
"vavraia culicis","Vavraia culicis",624869,FALSE,"",TRUE
"venustampulla echinocandica",NA,NA,NA,NA,FALSE
"verruconis gallopava","Ochroconis gallopava",5460464,TRUE,"",TRUE
"verticillium alfalfae","Verticillium alfalfae",922331,FALSE,"",TRUE
"verticillium dahliae","Verticillium dahliae",615475,FALSE,"",TRUE
"verticillium nonalfalfae","Verticillium nonalfalfae",922339,FALSE,"",TRUE
"vicugna pacos","Vicugna pacos",906301,FALSE,"",TRUE
"vigna angularis","Vigna angularis",1065959,FALSE,"",TRUE
"vigna radiata","Vigna radiata",806245,FALSE,"",TRUE
"vigna unguiculata","Vigna unguiculata",1065941,FALSE,"",TRUE
"vitis riparia","Vitis riparia",785481,FALSE,"",TRUE
"vitis vinifera","Vitis vinifera",756728,FALSE,"",TRUE
"vittaforma corneae","Vittaforma corneae",5975928,FALSE,"",TRUE
"vollenhovia emeryi","Vollenhovia emeryi",841619,FALSE,"",TRUE
"volvox carteri","Volvox carteri",391120,FALSE,"",TRUE
"vombatus ursinus","Vombatus ursinus",835328,FALSE,"",TRUE
"vulpes vulpes","Vulpes vulpes",821964,FALSE,"",TRUE
"wallemia ichthyophaga","Wallemia ichthyophaga",344409,FALSE,"",TRUE
"wallemia mellicola","Wallemia mellicola",5683313,FALSE,"",TRUE
"wasmannia auropunctata","Wasmannia auropunctata",157602,FALSE,"",TRUE
"westerdykella ornata","Westerdykella ornata",442995,FALSE,"",TRUE
"wickerhamiella sorbophila","Wickerhamiella sorbophila",337187,FALSE,"",TRUE
"wickerhamomyces anomalus","Wickerhamomyces anomalus",334004,FALSE,"",TRUE
"wickerhamomyces ciferrii","Wickerhamomyces ciferrii",238467,FALSE,"",TRUE
"xenopus laevis","Xenopus laevis",465096,FALSE,"",TRUE
"xenopus tropicalis","Xenopus tropicalis",940184,FALSE,"",TRUE
"xiphophorus couchianus","Xiphophorus couchianus",1026718,FALSE,"",TRUE
"xiphophorus hellerii","Xiphophorus hellerii",312435,FALSE,"",TRUE
"xiphophorus maculatus","Xiphophorus maculatus",416852,FALSE,"",TRUE
"xylona heveae","Xylona heveae",117996,FALSE,"",TRUE
"yamadazyma tenuis","Yamadazyma tenuis",401240,FALSE,"",TRUE
"yarrowia lipolytica","Yarrowia lipolytica",832179,FALSE,"",TRUE
"zalophus californianus","Zalophus californianus",95364,FALSE,"",TRUE
"zasmidium cellare","Zasmidium cellare",60926,FALSE,"sibling_higher",TRUE
"zea mays","Zea mays",605194,FALSE,"",TRUE
"zeugodacus cucurbitae","Zeugodacus cucurbitae",227727,FALSE,"",TRUE
"ziziphus jujuba","Ziziphus jujuba",73483,FALSE,"",TRUE
"zonotrichia albicollis","Zonotrichia albicollis",265547,FALSE,"",TRUE
"zootermopsis nevadensis","Zootermopsis nevadensis",612406,FALSE,"",TRUE
"zootoca vivipara","Zootoca vivipara",87626,FALSE,"",TRUE
"zygosaccharomyces rouxii","Zygosaccharomyces rouxii",959638,FALSE,"",TRUE
"zymoseptoria tritici","Zymoseptoria tritici",906425,FALSE,"",TRUE
